start_year,end_year,total_pct,within_pct,between_pct,interaction_pct,period,decomposition
1995,2007,44.11433643988059,41.21020531802254,2.9348811123010043,-0.03074999044295153,Gradualist,sectoral
2008,2016,55.11726309662265,54.908442323854544,0.9156569629878144,-0.706836190219706,Pre-reform,sectoral
2017,2024,64.0243902063999,62.54279546964953,-0.5967507930388761,2.0783455297892246,Post-reform,sectoral
1995,2024,242.47307682008997,222.42936111201814,5.282282218536949,14.76143348953488,Full period,sectoral
