Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,347.8,383.5,374.4,607.8,1050.0,951.8,1458.6,1422.2,3690.5,3206.8,2689.0,3406.1,3172.8,7957.5,4717.336666666667
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,678.5,823.9,1095.5,1281.0,1613.1,1969.9,2389.2,3583.4,5193.4,7534.6,6214.7,5148.2,4647.7,6002.6,9856.25788888889
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,1113.1,833.8,174.0,1622.1,3319.6,4697.0,4716.1,7813.8,8647.3,7767.1,7456.8,12537.5,9308.7,11337.6,15328.784037558687
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.6,1209.7,1186.5,951.3,1122.6,1575.7,2212.6,5804.397444519167
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,2519.8997912317327
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,1180.1,1484.6,1831.8,1824.5,4620.5,7351.5,4970.9,5686.4,7928.3,10875.9,21529.9,22039.7,12402.6,12055.8,15258.992430988425
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,1029.4,603.5,2410.4,2611.1,3742.8,3812.3,5568.0,9503.6,5464.4,4520.9,1437.4,2155.2,2127.6,2113.2,3248.0552451893236
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,100.9,207.8,233.3,726.3,531.0,127.2,223.9,315.2,540.4,16036.7,712.0,1719.2,1097.9,1536.1,1706.3173693086003
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,242.5,526.3,335.3,936.9,798.8,628.1,1701.5,2089.3,1407.9,3660.7,4481.0,2536.5,2866.4,2745.6,2752.472806381436
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,201.0,299.5,295.5,715.7,390.9,614.4,845.5,1336.4,1529.5,680.9,950.7,1410.1,1730.3,2023.8,1539.3230915426038
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,132.8,239.1,255.4,764.0,308.6,239.1,460.2,600.6,1209.5,1460.5,3049.6,3961.8,4606.5,2554.7,3845.106039325842
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,2779.7,546.2,3558.5,2521.9,3749.6,401.5,648.5,916.8,1136.1,2067.0,4331.3,3025.6,3234.4,3186.7,4061.7922077922076
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,6245.5,12165.8,10127.5,6145.7,6711.6,10952.2,12561.4,15173.5,23845.2,29211.1,34803.4,34312.5,36898.4,44094.7,63529.69141039237
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,759.0,862.2,1579.1,2108.1,3811.4,6683.1,11821.1,25501.4,51738.8,64360.8,42797.0,5640.0,11313.3,27274.7,76882.36239620404
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,153.8,267.2,187.2,944.1,307.4,291.5,468.1,502.1,505.6,2428.6,1743.3,2084.7,2169.0,4072.4,3859.6272051996284
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,83.3,148.5,163.8,504.3,218.2,184.6,343.6,398.9,497.3,429.8,717.6,947.2,2071.4,2579.3,2745.5940265486724
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,191.8,223.7,214.4,529.1,387.0,203.8,601.7,578.5,754.2,845.0,743.2,2595.0,1446.1,1978.7,4003.4666947723445
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,194.4,292.8,286.0,817.6,568.2,381.7,645.0,690.7,1136.7,1172.4,1389.8,1438.5,1025.7,2524.4,2657.762438682551
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,2031.0,1621.1,1907.8,1896.4,1933.5,1965.1,3168.2,4185.5,10892.1,17855.2,15604.2,14672.4,17189.8,24778.1,30921.822949308757
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,1129.1,1362.4,1423.0,5951.8,5969.9,5982.3,13533.6,16793.0,32900.0,43625.3,31521.0,25557.5,33594.1,33859.5,34173.690665039656
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,2037.3,1869.8,2313.7,1686.6,1658.2,1621.5,2708.7,7184.1,32641.5,9192.7,19264.9,19908.2,28678.7,45145.8,13149.836689038031
