Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,431.0,438.0,501.0,496.0,530.0,525.0,558.0,537.0,517.0,564.0,701.0,918.0,1076.0,1273.0,1181.0,1024.0,1203.0
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,540.0,591.0,671.0,639.0,653.0,694.0,761.0,791.0,831.0,907.0,1074.0,1316.0,1542.0,1762.0,1553.0,1309.0,1457.0
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,773.0,845.0,825.0,815.0,863.0,895.0,991.0,1069.0,1104.0,1371.0,1644.0,2055.0,2438.0,2837.0,2219.0,1811.0,1997.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,1119.0,1298.0,1570.0,1395.0,1447.0,1489.0,1570.0,1559.0,1567.0,2012.0,2619.0,3244.0,3901.0,4566.0,3275.0,2792.0,3030.0
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,468.0,426.0,493.0,466.0,488.0,491.0,483.0,499.0,550.0,635.0,805.0,1022.0,1264.0,1457.0,1327.0,1077.0,1157.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,1038.0,1077.0,1292.0,1177.0,1149.0,1197.0,1215.0,1259.0,1390.0,1657.0,2177.0,2796.0,3389.0,3865.0,3441.0,3289.0,3360.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,500.0,489.0,507.0,504.0,553.0,546.0,588.0,575.0,579.0,675.0,917.0,1130.0,1431.0,1753.0,1423.0,1225.0,1375.0
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,935.0,1159.0,1306.0,1354.0,1475.0,1561.0,1623.0,1713.0,1963.0,2276.0,2849.0,3432.0,4038.0,4726.0,3449.0,2857.0,3238.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,569.0,677.0,772.0,657.0,705.0,681.0,779.0,772.0,846.0,1009.0,1273.0,1616.0,1981.0,2370.0,1993.0,1664.0,1751.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,12367.0,12105.0,12559.0,11649.0,14036.0,12259.0,12207.0,13003.0,13719.0,15172.0,19220.0,25367.0,28291.0,31427.0,24657.0,23098.0,25065.0
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,2265.0,2117.0,2314.0,2099.0,2358.0,2460.0,2404.0,2597.0,2832.0,3290.0,3886.0,4559.0,5149.0,5750.0,4364.0,3991.0,4970.0
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,589.0,581.0,581.0,532.0,621.0,485.0,522.0,563.0,545.0,592.0,764.0,1087.0,1108.0,1217.0,1064.0,1084.0,1263.0
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,610.0,644.0,679.0,586.0,749.0,488.0,538.0,605.0,660.0,748.0,947.0,1206.0,1358.0,1531.0,1240.0,1261.0,1282.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,211.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,569.0,703.0,653.0,568.0,645.0
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,583.0,530.0,538.0,506.0,628.0,543.0,580.0,610.0,683.0,765.0,900.0,1249.0,1330.0,1437.0,1106.0,964.0,936.0
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,573.0,503.0,524.0,479.0,565.0,456.0,498.0,522.0,551.0,701.0,885.0,1224.0,1342.0,1476.0,1122.0,965.0,1010.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,1843.0,1767.0,1755.0,1702.0,1997.0,2048.0,1685.0,1639.0,1627.0,1690.0,2318.0,3109.0,3357.0,3621.0,2914.0,2780.0,2816.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,788.0,846.0,882.0,861.0,1082.0,789.0,1023.0,1115.0,1080.0,1154.0,1470.0,2016.0,2233.0,2523.0,1907.0,1773.0,1871.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,908.0,932.0,1001.0,837.0,1244.0,1199.0,704.0,786.0,815.0,925.0,1247.0,1680.0,1890.0,2125.0,1555.0,1518.0,1607.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,489.0,460.0,638.0,558.0,727.0,494.0,589.0,632.0,666.0,830.0,1048.0,1293.0,1365.0,1447.0,1088.0,960.0,1063.0
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,735.0,757.0,765.0,672.0,780.0,646.0,649.0,743.0,779.0,821.0,1022.0,1288.0,1519.0,1686.0,1488.0,1321.0,1409.0
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,530.0,521.0,470.0,472.0,576.0,518.0,738.0,836.0,962.0,979.0,1358.0,1735.0,1892.0,2053.0,1460.0,1572.0,1636.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,602.0,630.0,704.0,733.0,846.0,610.0,643.0,712.0,765.0,819.0,989.0,1280.0,1483.0,1647.0,1361.0,1146.0,1201.0
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,742.0,754.0,834.0,799.0,946.0,685.0,845.0,902.0,911.0,870.0,1126.0,1553.0,1800.0,2095.0,1729.0,1633.0,1750.0
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,899.0,867.0,874.0,813.0,917.0,838.0,789.0,741.0,843.0,988.0,1260.0,1651.0,1896.0,2116.0,1606.0,1562.0,1606.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,6496.0,7219.0,7623.0,7423.0,7952.0,8195.0,8300.0,8993.0,9392.0,10367.0,13169.0,15425.0,15920.0,17259.0,13432.0,10717.0,12239.0
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,2224.0,2350.0,2461.0,2464.0,2634.0,2718.0,2714.0,2984.0,2998.0,3264.0,3894.0,4453.0,4450.0,4693.0,3253.0,2635.0,2974.0
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,161.0,171.0,195.0,194.0,204.0,217.0,220.0,206.0,218.0,237.0,303.0,365.0,398.0,426.0,365.0,264.0,299.0
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,458.0,493.0,537.0,519.0,517.0,514.0,535.0,599.0,721.0,774.0,949.0,1051.0,1087.0,1168.0,933.0,763.0,927.0
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,252.0,269.0,305.0,300.0,323.0,309.0,265.0,290.0,343.0,415.0,645.0,833.0,854.0,1047.0,851.0,711.0,780.0
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,589.0,722.0,765.0,678.0,705.0,694.0,667.0,704.0,691.0,779.0,1041.0,1193.0,1253.0,1411.0,1221.0,915.0,1113.0
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,472.0,519.0,552.0,562.0,635.0,701.0,718.0,772.0,787.0,895.0,1107.0,1249.0,1261.0,1346.0,1064.0,772.0,790.0
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,393.0,460.0,475.0,468.0,528.0,558.0,596.0,662.0,710.0,748.0,1005.0,1150.0,1192.0,1318.0,1093.0,795.0,890.0
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,229.0,260.0,294.0,295.0,312.0,315.0,321.0,298.0,325.0,391.0,566.0,777.0,880.0,1018.0,1014.0,955.0,1104.0
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,405.0,494.0,521.0,513.0,547.0,561.0,599.0,653.0,700.0,749.0,1022.0,1272.0,1398.0,1486.0,1164.0,897.0,1078.0
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,934.0,1045.0,1102.0,1036.0,1127.0,1199.0,1258.0,1409.0,1447.0,1602.0,1910.0,2182.0,2246.0,2383.0,1650.0,1336.0,1499.0
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,379.0,436.0,416.0,394.0,420.0,409.0,407.0,416.0,452.0,513.0,727.0,900.0,901.0,963.0,824.0,674.0,785.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,16981.0,18746.0,20473.0,21333.0,22823.0,23954.0,24403.0,25019.0,26919.0,31030.0,38523.0,46173.0,50296.0,55472.0,45295.0,40500.0,46479.0
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,808.0,1077.0,1268.0,1458.0,1641.0,1258.0,1047.0,1186.0
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,790.0,844.0,891.0,899.0,968.0,987.0,1063.0,1132.0,1246.0,1396.0,1706.0,2048.0,2141.0,2328.0,1853.0,1679.0,1942.0
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,1143.0,1255.0,1364.0,1446.0,1547.0,1687.0,1660.0,1877.0,1660.0,1788.0,2214.0,2653.0,2847.0,3067.0,2477.0,2310.0,2477.0
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,891.0,887.0,895.0,921.0,863.0,844.0,835.0,821.0,869.0,973.0,1238.0,1426.0,1595.0,1755.0,1548.0,1381.0,1475.0
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,1454.0,1641.0,1723.0,1706.0,1736.0,1812.0,1898.0,1655.0,1644.0,1874.0,2195.0,2540.0,2867.0,3183.0,2910.0,2688.0,3065.0
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,437.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,756.0,895.0,1049.0,1168.0,1363.0,1190.0,883.0,1029.0
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,654.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,945.0,1197.0,1398.0,1579.0,1755.0,1524.0,1368.0,1534.0
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,387.0,498.0,559.0,569.0,619.0,651.0,660.0,570.0,577.0,733.0,1024.0,1285.0,1372.0,1549.0,1206.0,1019.0,1181.0
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,357.0,397.0,905.0,955.0,1073.0,1205.0,1106.0,1075.0,673.0,739.0,974.0,1182.0,1364.0,1539.0,1215.0,1143.0,1341.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,560.0,614.0,672.0,672.0,703.0,741.0,772.0,714.0,710.0,845.0,1090.0,1272.0,1439.0,1620.0,1429.0,1156.0,1435.0
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,976.0,1041.0,1143.0,1191.0,1320.0,1318.0,1108.0,1191.0,1181.0,1407.0,1813.0,2156.0,2464.0,2739.0,2360.0,2228.0,2550.0
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,575.0,589.0,588.0,586.0,666.0,745.0,611.0,633.0,722.0,902.0,910.0,1259.0,1453.0,1638.0,1323.0,1134.0,1307.0
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,510.0,567.0,602.0,582.0,582.0,604.0,587.0,623.0,674.0,880.0,1158.0,1523.0,1623.0,1740.0,1386.0,1259.0,1467.0
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,1277.0,2681.0,3066.0,3297.0,3438.0,3419.0,3798.0,3886.0,3157.0,3079.0,4278.0,5192.0,5494.0,6001.0,5079.0,4622.0,5336.0
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,899.0,997.0,1074.0,1168.0,1268.0,1383.0,1458.0,1560.0,1658.0,1920.0,2100.0,2430.0,2653.0,2907.0,2391.0,2083.0,2328.0
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,1534.0,1779.0,2082.0,2177.0,2333.0,2525.0,2727.0,2906.0,3046.0,3095.0,3569.0,4221.0,4644.0,4903.0,4000.0,3535.0,4021.0
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,841.0,901.0,1000.0,1011.0,1119.0,1196.0,1313.0,1384.0,1539.0,1570.0,1895.0,2197.0,2430.0,2749.0,2292.0,2342.0,2914.0
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,486.0,538.0,571.0,607.0,643.0,696.0,654.0,689.0,733.0,849.0,1054.0,1245.0,1355.0,1502.0,1148.0,985.0,1126.0
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,894.0,1018.0,1157.0,1252.0,1364.0,1474.0,1438.0,1566.0,1531.0,1608.0,2166.0,2720.0,2658.0,2901.0,2111.0,1784.0,2020.0
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,494.0,569.0,636.0,662.0,776.0,860.0,933.0,903.0,962.0,1108.0,1101.0,1344.0,1512.0,1658.0,1334.0,1161.0,1264.0
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,780.0,815.0,1545.0,1632.0,1805.0,1807.0,1782.0,1834.0,1396.0,1550.0,2146.0,2563.0,2708.0,3013.0,2168.0,1875.0,2222.0
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,2205.0,2723.0,3202.0,3472.0,3921.0,3093.0,2818.0,3259.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,16879.0,18259.0,19016.0,19230.0,21173.0,21795.0,23083.0,23310.0,25571.0,29128.0,35379.0,42241.0,46622.0,52746.0,42574.0,34302.0,37846.0
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,3253.0,3496.0,3639.0,3794.0,3801.0,3932.0,4362.0,4340.0,4817.0,5368.0,6348.0,7311.0,7768.0,8879.0,6946.0,6057.0,6822.0
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,2220.0,2463.0,2831.0,2827.0,3144.0,3193.0,3324.0,3216.0,3604.0,4023.0,4733.0,5349.0,5603.0,6137.0,4549.0,3511.0,3819.0
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,485.0,487.0,498.0,525.0,663.0,618.0,576.0,628.0,698.0,862.0,1086.0,1354.0,1585.0,1840.0,1606.0,1227.0,1466.0
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,1557.0,1557.0,1465.0,1488.0,1809.0,1901.0,2122.0,2248.0,2544.0,2892.0,3569.0,4184.0,4410.0,4769.0,3553.0,2639.0,2787.0
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,737.0,783.0,829.0,878.0,1001.0,895.0,904.0,950.0,1060.0,1249.0,1613.0,1956.0,2296.0,2601.0,2294.0,1962.0,2219.0
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,539.0,594.0,631.0,676.0,761.0,772.0,817.0,813.0,863.0,949.0,1140.0,1345.0,1467.0,1719.0,1532.0,1260.0,1331.0
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,606.0,680.0,714.0,662.0,787.0,781.0,842.0,886.0,905.0,1006.0,1238.0,1553.0,1779.0,2033.0,1645.0,1316.0,1427.0
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,622.0,711.0,773.0,803.0,816.0,941.0,928.0,972.0,1098.0,1255.0,1551.0,1925.0,2189.0,2421.0,1828.0,1354.0,1453.0
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,563.0,621.0,611.0,627.0,644.0,674.0,724.0,715.0,767.0,910.0,1097.0,1380.0,1592.0,1849.0,1525.0,1212.0,1336.0
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,752.0,721.0,736.0,716.0,793.0,834.0,844.0,927.0,1033.0,1203.0,1539.0,1892.0,2143.0,2379.0,1994.0,1524.0,1713.0
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,717.0,844.0,826.0,795.0,908.0,1010.0,1095.0,1167.0,1256.0,1510.0,1821.0,2110.0,2330.0,2639.0,2122.0,1744.0,1938.0
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,551.0,593.0,606.0,583.0,703.0,670.0,681.0,711.0,766.0,878.0,1115.0,1441.0,1683.0,1917.0,1740.0,1503.0,1622.0
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,548.0,571.0,570.0,541.0,600.0,597.0,615.0,612.0,644.0,719.0,820.0,1000.0,1096.0,1286.0,1178.0,983.0,1120.0
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,666.0,695.0,777.0,839.0,925.0,962.0,1023.0,1045.0,1117.0,1271.0,1522.0,1889.0,2062.0,2444.0,1959.0,1388.0,1485.0
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,735.0,836.0,886.0,928.0,997.0,1036.0,1067.0,1033.0,1121.0,1309.0,1588.0,1938.0,2230.0,2528.0,1901.0,1518.0,1692.0
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,766.0,783.0,757.0,717.0,720.0,745.0,793.0,834.0,869.0,998.0,1311.0,1606.0,1877.0,2147.0,1919.0,1558.0,1770.0
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,686.0,810.0,879.0,865.0,1038.0,1107.0,1243.0,1155.0,1241.0,1380.0,1678.0,2012.0,2283.0,2629.0,2001.0,1450.0,1550.0
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,346.0,437.0,462.0,461.0,487.0,512.0,518.0,509.0,581.0,690.0,853.0,1062.0,1196.0,1385.0,1176.0,896.0,962.0
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,530.0,577.0,526.0,505.0,576.0,615.0,605.0,549.0,587.0,656.0,757.0,934.0,1033.0,1144.0,1106.0,1200.0,1334.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,10527.0,10822.0,12044.0,12043.0,12502.0,13003.0,12899.0,13342.0,13674.0,14837.0,18614.0,21979.0,25160.0,28904.0,27089.0,23779.0,26957.0
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,3193.0,3004.0,2977.0,2927.0,3089.0,3218.0,3182.0,3185.0,3337.0,3576.0,4375.0,4810.0,5285.0,5683.0,5301.0,4765.0,5371.0
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,1368.0,1645.0,1896.0,2091.0,2376.0,2056.0,1712.0,1872.0
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,551.0,643.0,769.0,782.0,764.0,793.0,829.0,822.0,737.0,757.0,968.0,1205.0,1504.0,1869.0,1888.0,1575.0,1781.0
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,570.0,630.0,737.0,744.0,781.0,798.0,782.0,811.0,812.0,859.0,1173.0,1469.0,1708.0,1910.0,1837.0,1518.0,1638.0
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,647.0,687.0,738.0,769.0,773.0,730.0,726.0,756.0,784.0,896.0,1169.0,1549.0,1876.0,2245.0,2211.0,1727.0,2029.0
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,888.0,969.0,1081.0,1039.0,1145.0,1248.0,1286.0,1357.0,1378.0,1529.0,2049.0,2404.0,2823.0,3239.0,2928.0,2688.0,3003.0
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,755.0,805.0,885.0,926.0,940.0,949.0,933.0,928.0,948.0,1081.0,1387.0,1165.0,1408.0,1705.0,1662.0,1554.0,1763.0
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,635.0,741.0,739.0,685.0,768.0
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,680.0,775.0,827.0,809.0,798.0,827.0,866.0,939.0,1002.0,1161.0,1489.0,1740.0,1953.0,2201.0,2009.0,1890.0,2185.0
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,1491.0,1382.0,1847.0,1901.0,2065.0,2222.0,2269.0,2488.0,1673.0,1408.0,1505.0,1744.0,1870.0,2129.0,1908.0,1552.0,1716.0
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,723.0,822.0,890.0,829.0,811.0,819.0,618.0,650.0,650.0,683.0,940.0,1161.0,1368.0,1722.0,1698.0,1492.0,1700.0
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,615.0,712.0,852.0,855.0,825.0,872.0,881.0,878.0,913.0,952.0,1116.0,1227.0,1370.0,1627.0,1587.0,1608.0,1900.0
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,414.0,393.0,441.0,462.0,511.0,527.0,527.0,528.0,505.0,567.0,798.0,1091.0,1269.0,1457.0,1265.0,1013.0,1231.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,39174.0,40590.0,41669.0,42234.0,45250.0,46603.0,51024.0,55077.0,61284.0,69236.0,83846.0,95951.0,105603.0,117812.0,99151.0,96083.0,108678.0
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,2940.0,3188.0,3547.0,3689.0,4027.0,4297.0,4499.0,4808.0,5187.0,5758.0,7637.0,8840.0,9396.0,10275.0,7986.0,7313.0,8026.0
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,782.0,762.0,809.0,840.0,885.0,941.0,1059.0,1128.0,1255.0,1435.0,1989.0,2322.0,2533.0,2934.0,2674.0,2725.0,3094.0
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,5311.0,5549.0,5818.0,5834.0,6234.0,6132.0,6842.0,7370.0,8252.0,9498.0,10931.0,12372.0,13113.0,14509.0,11990.0,11428.0,12946.0
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,5011.0,5287.0,5262.0,5265.0,5465.0,5804.0,6316.0,6603.0,7238.0,8156.0,9447.0,10760.0,12041.0,13609.0,11771.0,11468.0,12965.0
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,4200.0,4228.0,3978.0,3973.0,4241.0,4391.0,4669.0,4910.0,5403.0,6008.0,7317.0,8135.0,8860.0,9803.0,8609.0,8271.0,9095.0
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,3959.0,4196.0,4319.0,4380.0,4850.0,4620.0,5069.0,5503.0,6060.0,6735.0,8111.0,9324.0,10225.0,11294.0,9205.0,8682.0,9872.0
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,3667.0,3969.0,4094.0,4086.0,4326.0,4716.0,5025.0,5512.0,6151.0,7185.0,8776.0,10017.0,10843.0,11805.0,9380.0,8822.0,9578.0
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,2197.0,2182.0,2222.0,2298.0,2376.0,2522.0,2792.0,3051.0,3465.0,4075.0,5031.0,6015.0,5277.0,6067.0,5538.0,5617.0,6512.0
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,3523.0,3472.0,3608.0,3733.0,4050.0,3957.0,4703.0,5163.0,5613.0,6463.0,7573.0,8492.0,9129.0,10198.0,8609.0,8612.0,9746.0
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,2779.0,2857.0,2888.0,2972.0,3302.0,3457.0,3839.0,4166.0,4818.0,5148.0,6231.0,7282.0,8394.0,9642.0,8701.0,8706.0,10120.0
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2202.0,2720.0,2690.0,3211.0,4394.0
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,4805.0,4900.0,5124.0,5164.0,5494.0,5766.0,6211.0,6863.0,7842.0,8775.0,10803.0,12386.0,13590.0,14956.0,11998.0,11228.0,12330.0
