Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,3.1,3.0,3.0,3.1,3.4,3.5,3.7,4.6,6.8,7.4,8.3,8.0,7.3,5.7,4.6,4.1
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,2.4,2.3,2.3,2.3,2.6,2.7,2.8,3.5,5.3,5.4,6.8,6.0,5.4,4.3,3.5,3.3
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,2.2,1.8,1.4,1.3
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,3.9,4.0,2.8,2.9,3.1,3.2,3.4,4.3,4.8,4.7,5.6,5.1,4.7,3.8,3.1,2.6
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,2.5,2.5,2.5,2.5,2.7,2.8,3.0,3.8,6.0,5.8,6.8,5.9,5.3,4.2,3.4,3.3
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,5.0,5.2,5.7,6.0,6.6,6.8,7.2,9.0,15.2,14.1,17.4,16.9,15.3,11.5,9.2,6.5
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,3.5,3.3,3.5,3.6,3.9,4.0,4.2,5.3,8.3,8.4,9.8,9.3,8.5,6.6,5.5,4.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,3.5,3.3,3.8,3.9,4.3,4.4,4.7,5.8,9.5,9.0,10.3,9.6,8.8,6.9,5.6,5.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,4.4,2.9,3.2,3.3,3.6,3.7,3.9,4.9,6.6,6.0,3.9,4.7,4.1,3.3,2.6,2.1
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,5.2,3.8,4.0,3.8,4.2,4.3,4.6,5.7,8.3,8.5,9.7,8.9,8.3,6.5,5.2,4.4
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,1.6,1.9,2.1,2.1,2.3,2.4,2.5,3.5,4.3,4.3,5.0,4.4,3.7,2.7,2.2,1.7
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,4.1,4.4,4.0,4.1,4.4,4.6,4.8,6.1,6.9,6.8,8.1,7.5,6.8,5.3,4.3,4.0
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,3.5,2.8,3.3,3.4,3.7,3.8,4.1,4.7,7.1,7.8,9.3,8.5,7.5,5.8,4.6,4.3
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,3.1,4.0,3.5,3.6,3.9,4.1,4.3,5.4,8.2,8.0,9.2,8.8,8.1,6.6,5.0,4.3
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,15.1,14.6,13.9,15.2,17.0,18.2,16.1,18.8,36.5,35.8,41.2,38.0,34.5,26.8,21.9,19.5
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,1.5,1.3,1.4,1.5,1.7,1.8,1.6,1.9,4.3,4.6,5.4,4.9,4.4,3.4,2.8,2.2
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,0.7,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.9,0.8,1.0,0.9,0.8,0.6,0.5,0.3
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,1.6,1.8,2.3,1.9,1.7,1.3,1.1,0.8
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,1.2,1.1,1.1,1.2,1.0,1.0,0.9,1.1,2.3,2.3,2.1,2.2,2.0,1.6,1.3,1.2
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,1.6,1.6,1.8,2.0,2.2,2.4,2.1,2.4,5.5,5.7,6.7,6.2,5.5,4.4,3.3,3.0
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,1.3,1.2,1.2,1.3,1.5,1.6,1.4,1.6,3.3,3.3,3.7,3.4,3.0,2.4,1.9,1.8
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,1.2,0.9,1.1,1.2,1.4,1.5,1.3,1.5,2.8,2.8,3.1,3.0,2.8,2.1,1.8,1.7
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,1.2,1.9,1.5,1.6,1.8,1.9,1.7,2.0,3.1,2.7,3.0,2.8,2.6,2.1,1.8,1.8
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,1.7,1.7,1.1,1.3,1.5,1.7,1.5,1.7,3.1,2.8,3.4,3.1,2.9,2.2,1.9,1.8
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,1.8,2.0,1.8,1.9,2.3,2.5,2.2,2.6,5.3,5.0,6.3,5.5,5.1,3.9,3.2,2.9
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,2.5,2.2,2.2,2.4,2.7,2.9,2.5,3.0,4.3,4.0,4.2,4.1,3.7,2.8,2.3,2.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,49.7,47.3,45.4,46.8,51.1,54.2,54.8,71.3,122.1,120.6,138.6,126.5,116.9,90.5,76.3,64.4
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.9,3.6,3.2,3.0,2.4,2.0,1.7
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,2.4,2.3,2.2,2.3,2.5,2.6,2.7,3.5,7.6,7.5,8.2,7.3,6.4,4.6,4.0,3.3
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,3.2,3.0,2.9,3.0,3.3,3.5,3.5,4.5,7.2,7.0,8.8,8.0,6.4,4.7,4.0,3.5
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,2.2,1.7,1.8,1.9,2.1,2.2,1.9,2.5,4.1,3.9,4.6,4.3,3.9,3.0,2.6,1.9
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,2.6,2.4,2.3,2.4,2.6,2.8,2.8,3.7,7.0,7.3,8.6,6.8,6.4,4.8,3.9,3.3
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,1.9,1.9,1.7,1.2,1.0,1.0
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.1,2.8,2.5,2.3,1.8,1.5,1.5
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,3.0,2.5,1.9,1.9,2.1,2.3,2.3,3.0,4.7,4.7,5.0,4.8,4.4,3.5,3.0,2.5
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,2.3,2.3,2.2,2.3,2.5,2.7,2.7,3.5,3.9,4.1,4.1,3.8,3.8,2.8,2.4,2.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,2.3,2.2,4.2,4.0,4.4,4.6,4.4,5.7,6.1,6.4,6.6,6.2,5.9,4.7,3.9,3.1
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,3.2,2.7,2.5,2.5,2.8,2.9,3.0,3.9,7.0,6.8,8.1,7.4,7.1,5.6,4.7,3.6
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,3.7,3.5,3.1,2.5,2.8,2.9,3.2,4.2,5.5,5.4,6.2,5.5,5.2,4.0,3.5,3.0
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,1.9,1.8,1.7,1.8,1.9,2.1,2.1,2.7,4.5,4.1,4.9,4.7,4.6,3.6,3.0,2.8
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,5.4,4.8,4.2,4.5,4.9,5.2,5.3,6.9,7.6,6.9,9.1,8.1,7.1,5.5,4.6,3.7
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,2.1,2.0,1.9,2.0,2.1,2.3,2.3,3.0,5.6,5.5,6.5,5.6,5.2,4.1,3.4,2.9
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,3.3,2.7,2.3,2.6,2.8,3.0,3.0,3.9,8.9,7.7,8.8,8.2,7.1,5.6,4.9,3.6
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,2.5,2.4,2.3,2.3,2.5,2.7,2.6,3.4,6.5,6.3,7.4,6.7,6.3,4.9,3.9,3.2
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,2.1,2.0,1.6,1.6,1.8,1.9,1.9,2.5,4.5,4.4,5.2,4.7,4.1,3.3,2.8,2.3
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,2.9,2.8,2.9,3.0,3.3,3.4,3.5,4.5,6.1,5.1,6.0,5.5,5.5,4.4,3.7,3.3
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,2.3,2.2,2.1,2.8,3.0,3.2,3.6,4.7,5.4,5.5,6.1,5.6,5.2,4.0,3.4,3.4
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,2.3,4.0,3.3,3.4,3.7,3.9,4.0,5.2,8.0,7.6,7.7,8.3,8.2,6.5,5.5,4.8
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.9,8.4,7.4,7.1,5.5,4.6,4.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,80.8,71.5,73.2,72.9,82.9,85.6,88.3,104.8,155.6,152.2,177.1,165.5,153.9,118.8,100.5,83.3
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,5.9,4.7,5.2,5.1,5.8,6.0,6.2,7.4,16.2,16.0,15.7,14.1,12.1,9.9,8.3,6.4
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,6.0,5.3,5.4,5.4,6.2,6.4,6.6,7.8,9.4,9.3,11.3,10.4,10.7,7.8,6.6,5.2
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,1.9,1.7,1.7,1.8,2.0,2.0,2.1,2.5,3.8,3.7,4.4,4.1,3.9,3.0,2.5,1.9
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,5.9,4.1,4.6,4.6,5.2,5.3,5.5,6.5,8.0,7.7,9.6,9.4,9.2,6.7,5.8,4.5
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,4.8,4.2,4.4,4.4,5.0,5.2,5.3,6.3,8.6,8.2,10.6,9.6,8.9,6.7,5.7,4.9
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,4.5,3.6,3.7,3.7,4.2,4.4,4.5,5.3,8.3,8.2,9.5,8.8,8.3,6.3,5.1,4.4
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,4.0,3.6,3.8,3.8,4.3,4.4,4.6,5.5,8.5,8.3,9.8,9.3,8.6,6.7,5.7,4.8
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,4.5,3.9,4.1,4.1,4.6,4.8,4.9,5.9,8.9,8.6,9.8,9.9,9.6,7.5,6.2,4.5
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,4.1,3.6,3.7,3.7,4.2,4.4,4.5,5.3,8.0,8.1,9.1,9.4,9.2,7.0,5.9,5.2
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,3.7,4.0,4.3,4.2,4.8,5.0,5.1,6.1,10.0,10.4,13.0,11.3,10.6,8.0,6.8,6.2
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,5.1,4.0,4.5,4.6,5.3,5.4,5.6,6.6,9.8,9.6,10.6,10.3,9.1,7.1,6.0,4.2
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,4.5,4.0,4.1,4.0,4.6,4.7,4.9,5.8,8.2,8.1,9.2,8.7,8.3,6.3,5.3,4.7
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,2.8,2.7,1.9,1.9,2.1,2.2,2.3,2.7,3.3,3.2,3.8,3.3,3.3,2.5,2.3,2.0
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,4.2,3.7,3.8,3.8,4.3,4.5,4.6,5.5,8.7,8.4,9.8,9.1,8.6,6.6,5.5,4.7
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,5.1,4.3,4.8,4.8,5.5,5.7,5.8,6.9,10.1,9.4,11.2,10.2,9.0,7.3,6.3,5.6
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,3.6,4.3,4.4,4.4,5.0,5.1,5.3,6.3,9.3,9.0,10.1,9.7,8.4,6.6,5.5,5.0
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,4.2,4.3,3.8,3.6,4.1,4.3,4.4,5.2,7.3,6.8,8.2,7.5,6.4,5.1,4.3,3.2
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,2.7,2.0,2.3,2.3,2.6,2.7,2.8,3.3,4.7,4.6,6.1,5.4,4.9,3.9,3.4,3.0
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,3.3,3.5,2.7,2.7,3.1,3.1,3.3,3.9,4.5,4.6,5.3,5.0,4.8,3.8,3.3,2.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,35.3,34.6,35.7,37.1,39.2,39.5,41.4,44.0,74.2,73.5,88.1,80.0,73.7,54.9,44.6,41.8
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,3.1,2.8,3.0,3.1,2.8,2.8,3.0,3.2,7.1,7.1,9.1,8.5,7.5,5.2,4.2,3.8
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.5,4.0,3.7,3.5,2.6,2.1,2.0
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,3.5,2.7,2.8,2.9,3.2,3.2,3.4,3.6,6.9,6.5,8.0,7.3,6.9,5.1,4.0,3.6
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,2.9,2.5,3.0,3.1,3.3,3.4,3.5,3.7,5.9,6.0,7.1,6.4,6.1,4.7,3.8,3.6
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,4.4,4.4,3.5,3.6,3.9,3.9,4.1,4.3,6.5,6.4,7.2,7.0,6.3,4.9,4.0,3.8
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,2.9,3.4,3.5,3.6,4.0,4.0,4.2,4.5,7.4,7.5,8.7,8.0,7.4,5.5,4.6,4.5
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,4.6,4.6,4.7,4.9,5.1,5.1,5.4,5.8,9.3,9.4,8.2,7.0,6.7,5.1,4.1,3.7
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.6,2.4,1.7,1.4,1.4
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,3.5,3.2,3.5,4.0,3.8,3.8,4.0,4.2,7.4,7.3,8.4,7.8,7.1,5.1,4.2,3.6
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,3.9,4.2,4.3,4.5,4.8,4.9,5.3,5.7,5.1,5.1,6.2,5.7,5.2,3.9,3.2,3.2
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,3.6,3.2,3.7,3.7,3.9,4.0,3.7,4.0,6.6,6.5,8.1,7.2,6.6,5.0,4.0,3.8
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,1.7,2.0,2.3,2.2,2.5,2.5,2.7,2.8,4.8,4.7,5.7,5.1,4.5,3.4,2.8,2.8
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,1.2,1.6,1.4,1.5,1.9,1.9,2.1,2.2,3.6,3.5,4.2,3.7,3.5,2.7,2.2,2.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,39.8,40.6,39.2,41.3,43.6,46.5,43.9,55.4,97.1,93.9,108.8,98.9,95.3,79.6,66.7,63.3
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,4.0,4.1,4.0,4.2,4.4,4.7,4.5,5.6,8.3,7.5,9.5,8.8,7.6,5.7,4.9,4.3
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,0.8,0.9,0.8,0.9,0.9,1.0,0.9,0.9,2.0,2.2,2.7,2.5,2.3,2.0,1.8,2.0
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,5.5,5.6,5.4,5.7,6.0,6.4,6.1,7.7,13.2,12.7,13.5,12.2,11.9,10.1,8.1,7.8
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,4.8,4.9,4.7,4.9,5.2,5.6,5.3,6.4,9.9,9.7,10.6,9.6,9.5,8.1,6.6,6.0
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,2.4,2.4,2.3,2.5,2.6,2.8,2.6,3.2,7.6,9.4,12.1,10.6,10.5,8.7,7.2,6.9
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,4.4,4.4,4.3,4.5,4.8,5.1,4.8,6.5,13.1,11.8,11.8,11.2,10.2,8.3,7.9,7.4
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,5.3,5.4,5.2,5.5,5.8,6.1,5.8,7.4,10.7,10.0,11.4,9.9,9.6,8.0,6.7,6.3
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,2.4,2.5,2.4,2.5,2.7,2.8,2.7,3.7,6.2,6.2,7.2,4.5,4.4,3.7,3.6,3.5
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,2.2,2.2,2.2,2.3,2.4,2.6,2.4,2.9,6.7,6.6,8.8,8.2,7.6,6.4,4.5,4.5
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,3.9,4.0,3.9,4.1,4.3,4.6,4.3,5.4,9.2,7.9,10.0,9.1,8.8,7.6,6.8,6.3
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.5,2.2,2.1,2.1
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,4.1,4.2,4.0,4.2,4.5,4.8,4.5,5.7,10.2,9.9,11.2,10.4,10.4,8.8,6.5,6.2
