Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,203.5,279.4,337.3,467.4,507.5,625.7,765.1,906.3,1193.0,1743.2,1659.6,1626.6,2102.1,2559.8,2903.3
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,14.2,15.7,28.2,38.0,58.4,68.6,85.4,102.1,108.9,121.0,159.1,185.4,205.1,246.3,288.8
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,66.0,89.2,119.4,157.2,182.9,217.4,278.3,345.9,386.3,687.4,1557.0,665.8,891.4,1033.2,1134.6
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,66.2,110.9,148.0,183.2,167.6,207.6,272.2,304.9,345.3,409.8,676.3,626.2,771.6,915.5,1096.4
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,47.0,74.4,101.0,136.7,255.1,315.6,394.0,481.6,600.4,950.3,874.7,849.0,1009.9,1234.4,1361.7
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,34.9,48.3,59.1,78.4,88.0,106.5,135.5,156.8,174.5,205.7,226.3,299.7,353.9,408.0,472.9
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,78.3,110.1,159.7,202.4,222.1,271.4,332.6,383.1,714.5,763.6,947.3,880.8,986.7,1165.0,1300.7
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,24.0,24.5,37.8,50.2,76.9,93.9,116.6,134.0,150.3,183.2,225.4,285.1,344.8,390.3,453.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,18.4,23.4,27.2,32.5,68.1,81.6,106.5,125.5,134.7,159.5,177.6,225.2,264.9,316.9,372.2
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,3.6,4.5,6.6,10.5,53.7,63.6,81.2,96.6,104.4,122.0,115.3,140.1,161.5,184.1,214.7
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,31.7,37.4,51.6,75.5,105.9,127.3,163.0,190.0,226.1,264.6,282.5,333.4,449.9,514.7,607.0
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,31.0,50.1,67.2,85.7,91.8,109.3,141.9,166.1,189.7,217.5,254.3,275.3,357.2,436.4,511.9
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,10.8,14.6,18.8,24.9,26.7,32.0,40.0,49.8,45.3,55.2,67.9,80.0,96.3,112.2,129.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1325.2,1867.1,2567.6,3443.7,4250.0,5042.8,6202.9,7187.3,8818.5,10639.7,13523.9,14399.4,18165.9,21781.7,26804.1
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,552.2,683.7,846.2,1262.1,1132.2,1267.4,1484.1,1792.9,2193.1,2559.3,3800.7,3687.4,4639.2,5689.9,7063.6
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.2,488.1,586.6,793.2,1262.7,1512.2,1702.0,2122.1
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.2,572.9,692.8,817.9
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,52.7,96.4,118.1,154.1,222.8,260.9,255.2,271.8,320.6,383.2,468.3,607.0,733.8,881.9,1059.7
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,37.7,58.6,75.6,93.6,121.0,159.5,318.8,366.4,443.1,537.1,547.6,515.4,601.9,696.8,790.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,76.8,112.3,182.6,252.9,313.4,319.4,455.9,502.1,740.8,933.3,1095.1,1049.6,1319.1,1555.1,1765.4
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,41.0,55.7,64.3,83.2,123.8,164.5,252.3,271.5,321.0,377.2,604.8,534.1,704.4,979.9,1066.5
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,98.2,143.1,210.4,264.9,400.6,548.1,610.3,715.5,837.5,981.0,1084.9,1079.4,1466.1,1815.9,2146.7
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,95.4,129.5,196.6,243.8,347.8,405.9,400.7,453.2,555.9,670.6,770.8,832.3,944.1,1136.4,1398.0
