Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,173.1,208.2,110.8,124.6,128.5,186.3,194.6,337.8,338.6,533.7,960.8,897.1,933.3,630.6,998.224
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,27.2,30.6,36.3,52.5,61.7,78.4,99.5,99.5,153.3,180.0,290.9,301.6,336.9,502.5,744.373
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,37.8,39.2,30.6,51.0,126.5,97.3,91.3,139.3,290.5,171.3,472.1,1270.6,682.7,619.4,1622.9868000000001
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,33.4,30.8,50.9,65.1,71.5,107.8,143.3,110.1,419.3,577.7,785.5,838.5,1094.8,1952.8,2191.271
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,17.6,27.1,58.8,72.1,106.5,68.6,94.1,73.2,176.6,268.8,430.1,441.9,249.2,426.0,631.8881
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,33.4,45.7,32.7,45.9,48.5,162.6,231.7,365.2,518.8,640.4,1165.4,2331.6,4107.2,2843.8,2221.6605
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,23.7,56.1,94.7,108.8,144.3,76.2,91.2,74.5,209.6,373.2,457.3,640.6,1447.3,1062.0,2838.3312
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,84.4,53.8,85.5,96.7,129.2,144.6,212.0,207.2,698.5,767.0,754.5,861.1,938.0,1192.4,1248.3477
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,25.5,27.8,52.4,59.3,74.4,88.7,128.6,138.8,363.8,484.9,498.6,671.9,543.4,808.3,1085.5305
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,655.3,802.9,980.3,1371.0,1509.1,1843.6,2142.4,3551.0,7240.6,11835.1,10068.2,12037.8,11569.4,18307.7,16593.1
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,47.0,80.3,99.9,200.3,195.0,258.6,263.0,711.6,1186.9,1289.1,1222.7,1613.3,2088.0,2420.9,1628.3
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,32.0,36.9,43.6,68.2,73.3,86.5,91.9,122.4,245.7,260.5,350.2,345.2,267.3,356.4,706.8
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,18.9,24.3,29.0,54.9,65.5,77.2,96.3,133.1,248.8,179.5,204.9,433.0,457.6,484.3,542.3
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,67.2,193.1,225.1,296.0,288.5
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,96.1,68.1,82.4,119.6,141.7,172.7,199.3,266.4,535.9,5391.2,3283.6,1678.3,2205.9,3472.1,5545.2
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,20.5,26.4,33.7,58.4,63.2,75.2,86.0,108.4,214.9,331.4,332.3,554.9,368.0,533.8000000000001,493.8
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,37.4,48.0,64.4,97.4,113.8,135.6,159.1,210.5,396.2,563.2,647.1,1297.9,1271.2,1151.9,994.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,46.8,57.4,71.2,133.7,144.6,173.4,200.8,266.1,622.3,655.7,601.9,498.9,534.9,1126.5,752.9
