Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,13.2,16.9,19.0,28.3,39.4,59.8,67.3,55.4,63.4,237.1,240.9,231.1,315.4
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,11.0,11.7,13.9,21.8,36.2,54.3,67.7,51.5,52.3,67.2,151.3,121.5,66.6
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,14.7,19.5,21.4,52.6,80.2,120.0,133.6,305.6,104.6,111.6,101.6,219.9,132.8
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,25.1,32.1,33.0,45.3,60.2,92.7,127.2,91.7,103.0,217.6,177.8,192.5,226.6
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,11.1,14.5,18.0,31.9,50.6,77.3,86.3,57.2,60.9,75.7,56.8,221.7,43.3
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,9.6,11.0,13.2,25.0,42.7,64.6,74.5,48.7,54.6,61.4,86.3,69.7,54.7
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,9.5,10.9,12.6,27.4,43.1,64.9,86.0,150.5,270.8,374.2,182.7,320.7,136.4
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,83.7,157.4,211.3,241.7,256.6,321.0,380.7,403.4,729.9,758.2,985.8,1468.6,388.1
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,17.3,34.4,43.9,65.4,77.7,108.4,118.2,80.5,90.9,125.3,203.4,168.0,140.2
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1335.3,2362.9,2177.1,3053.3,3811.0,4970.1,6250.0,5785.5,7700.9,10859.0,14517.4,19981.5,18290.8
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,60.5,144.0,229.5,295.0,253.1
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,25.5,55.1,50.6,59.0,96.8,125.5,138.8,124.8,145.2,156.6,261.4,305.0,329.0
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,32.7,79.2,102.2,94.0,160.1,195.5,219.4,260.5,420.7,824.0,1393.6,1438.5,1010.7
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,130.7,73.4,59.6,84.2,110.0,140.2,153.4,160.1,346.2,158.9,177.1,385.5,2594.2
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,75.0,166.1,167.2,216.2,270.3,326.0,375.9,467.7,949.1,787.7,1312.3,1661.4,1171.6
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.8,164.8,628.6,1587.3,1512.8,1657.8
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.7,324.4,400.0,428.3,441.8,291.5
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,4.6,12.0,9.7,14.9,52.9,69.7,76.7,107.1,126.6,361.3,405.8,650.5,485.3
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,85.0,128.3,100.7,224.4,307.2,773.5,1039.7,49.7,91.7,137.6,135.9,2251.7,3268.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,8.9,23.5,16.9,21.7,80.3,102.1,125.7,125.1,121.7,135.3,163.7,158.7,71.8
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,32.7,100.6,87.4,107.7,156.5,262.7,323.2,322.0,382.1,463.3,524.3,673.8,665.8
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,5.8,12.7,14.5,14.7,64.6,88.1,101.0,92.8,86.7,122.3,146.8,129.9,50.4
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,17.5,30.6,18.3,27.7,67.1,93.3,99.4,88.3,1179.1,204.6,204.9,399.0,183.0
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,253.3,743.2,685.3,960.3,978.8,1063.5,1492.1,985.8,929.3,2166.2,2602.3,3693.9,1154.7
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,41.9,64.4,53.9,75.0,129.2,170.4,217.7,251.9,133.7,552.7,695.8,750.6,584.3
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,453.6,527.9,476.5,595.9,538.9,598.0,752.2,776.2,201.9,1113.2,1423.4,1870.6,1755.8
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,40.5,126.4,93.3,124.7,146.7,159.0,174.8,176.4,169.2,247.7,235.0,262.4,314.6
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,9.7,13.8,16.2,28.0,56.1,72.0,88.6,158.7,181.6,230.8,294.7,291.2,251.2
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,24.4,36.8,40.9,63.5,115.3,152.1,176.1,111.9,199.3,260.2,331.2,464.8,407.3
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,21.8,34.1,50.0,86.1,103.8,151.9,172.5,177.6,313.1,278.5,329.9,304.7,344.0
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,71.7,135.1,134.0,255.3,376.0,426.6,522.9,272.3,725.2,463.6,526.1,703.5,604.7
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.5,448.9,1021.8,1108.3,1336.3,842.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1136.8,1393.7,1584.8,1961.5,2293.5,2888.1,3316.3,3740.8,4530.1,7216.3,10360.9,11763.9,7634.9
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,641.5,625.9,494.1,628.7,702.5,641.7,589.9,563.6,856.3,1413.3,1071.4,1584.6,768.2
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,191.9,192.5,119.6,345.3,388.4,432.5,586.7,620.4,955.6,1074.5,1328.5,1784.9,1443.6
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,53.8,105.6,101.3,168.4,152.6,243.9,154.1,181.7,349.5,206.3,171.7,243.4,119.9
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,49.6,77.9,75.5,21.9,176.6,297.6,357.6,261.8,334.8,795.1,742.9,1144.0,695.9
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,14.3,19.6,70.7,62.6,63.0,80.9,144.8,86.7,83.4,83.1,290.3,175.4,179.4
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,5.5,16.2,70.4,31.3,35.4,45.9,86.1,105.7,42.1,331.9,253.7,409.4,275.8
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,33.2,56.4,75.5,96.1,92.7,93.3,114.8,187.6,248.4,389.8,657.4,926.9,579.9
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,4.9,19.5,70.4,46.3,51.0,80.4,86.3,214.7,205.5,244.2,348.5,393.4,221.1
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,18.0,34.5,70.7,69.3,76.4,109.9,153.7,186.4,250.8,160.9,328.8,307.4,178.8
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,20.9,52.7,82.5,88.2,117.8,144.9,183.7,159.2,193.0,209.8,362.6,329.4,234.0
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,13.3,23.2,30.9,40.1,39.8,64.8,96.8,179.7,146.1,887.1,1550.6,1707.7,1229.3
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,14.1,21.2,72.0,49.5,48.8,84.4,118.4,134.7,97.1,259.1,218.2,302.3,133.8
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,5.5,8.8,10.8,22.9,16.8,27.4,43.6,58.8,13.9,33.8,80.9,80.9,59.3
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,11.9,21.9,36.8,57.1,67.2,109.5,95.8,118.1,120.5,337.8,1687.7,844.0,517.6
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,13.3,20.8,30.9,51.8,47.9,78.0,147.9,209.2,166.9,192.3,278.6,325.3,153.0
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,13.7,22.9,3.6,46.2,63.4,103.3,111.7,96.0,88.4,144.0,195.4,245.2,207.1
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,10.4,34.2,70.8,58.7,84.6,137.9,110.2,204.5,288.9,272.6,475.1,465.9,349.8
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,6.1,23.8,26.9,35.0,35.1,57.2,64.4,89.5,20.8,93.9,132.7,284.5,204.4
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,15.1,16.0,71.4,42.0,33.5,54.6,69.3,82.5,68.1,86.7,186.0,209.3,84.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,346.8,441.1,548.2,682.5,1151.7,1764.5,1671.2,2374.3,3904.7,5673.9,6448.3,8591.6,10277.4
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,173.6,222.8,231.8,288.6,311.7,573.4,433.8,701.3,777.5,805.1,939.2,1023.8,1556.8
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,99.2,120.1,112.9,129.2,96.9
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,22.8,26.3,40.1,50.0,47.0,50.6,64.3,58.6,119.0,179.3,255.6,221.4,149.6
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,9.6,12.3,15.3,19.1,18.3,39.3,67.9,38.6,128.7,156.5,201.8,179.3,88.0
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,5.9,8.0,17.8,22.1,20.2,95.4,51.5,12.9,60.5,68.9,178.9,88.9,50.4
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,24.7,30.2,49.1,61.1,55.7,39.4,124.9,191.0,149.3,209.6,245.1,339.3,223.9
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,12.9,16.4,20.3,25.3,501.0,690.2,533.6,1057.0,2033.5,3253.1,128.3,88.3,49.7
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3576.6,5579.6,7458.1
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,24.3,41.8,46.6,58.0,53.6,94.0,128.0,147.8,199.9,352.2,327.9,334.3,280.5
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,29.6,36.4,70.5,87.8,79.0,65.3,121.5,29.0,88.4,106.7,127.0,102.2,50.1
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,36.2,36.9,38.2,47.6,43.7,51.9,65.1,60.8,116.6,248.5,152.5,139.2,116.1
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,3.5,4.7,10.4,12.9,12.2,32.4,47.0,13.4,91.0,87.4,107.5,119.8,107.9
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,3.8,5.4,8.0,10.0,9.3,32.6,33.6,15.4,41.3,86.4,94.9,246.3,49.4
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,2681.0,3976.5,4901.8,6446.8,6382.8,8731.2,11700.7,14275.8,17840.1,21997.7,24984.3,35424.2,33302.8
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,239.0,305.2,437.9,575.4,511.9,777.7,926.0,985.9,1091.7,1199.6,2645.8,2744.0,3030.9
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,257.0,379.6,467.3,615.8,213.3,838.8,1151.9,1332.6,2374.0,3512.8,2325.5,3507.3,6396.8
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,193.9,294.0,364.3,474.1,477.5,624.7,792.0,1074.9,1153.0,1229.7,1272.9,1782.7,1461.9
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,195.7,346.4,367.5,478.4,501.1,631.3,630.3,1024.1,1111.0,1294.9,1419.5,1746.1,1094.1
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,160.3,247.9,309.0,397.9,334.0,509.7,647.1,549.7,657.7,1584.2,1938.2,2470.5,1461.3
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,207.8,312.8,387.0,505.5,632.5,671.9,1067.3,916.4,1379.4,1139.7,813.0,1310.3,615.0
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,303.1,402.1,542.6,719.6,724.0,995.4,1617.9,2115.7,2328.8,2531.7,3059.4,3609.0,2949.1
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,281.1,422.0,506.6,670.1,667.8,920.6,1387.8,1638.3,2337.1,2871.1,3170.7,3531.9,4933.4
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,180.2,275.3,342.0,443.3,416.0,578.2,748.0,930.7,1128.9,1330.6,1408.7,2024.6,1612.9
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,338.5,490.2,600.4,799.5,1077.4,1115.6,1344.3,2027.5,2706.4,3356.5,4544.7,7048.8,5670.4
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.6,1397.9
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,324.3,500.9,577.2,767.2,827.4,1067.3,1388.3,1680.0,1572.2,1946.9,2386.0,4300.5,2679.0
